id,name,rating,genre,year,released,score,director,writer,star,country,budget,company,runtime,data_cat
4859,The Pursuit of Happyness,PG-13,Biography,2006,12/15/2006,score:8,Gabriele Muccino,Steve Conrad,Will Smith,United States,55000000,Columbia Pictures,117,TRAIN
